date, value
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1992,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1991,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1990,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1989,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1988,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1987,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1986,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1984,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1983,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1982,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
1981,100
